Age,Age_Gap,Has_Own_House,Is_Spouse,Reco_Individual_Insurance,Reco_Policy_Premium,Holding_Policy_Duration,Holding_Policy_Type,Health_Indicator,Response,Reco_Policy_Groups,City_Group,Region_Group
67,3,0,1,0,20893,7,4,1,0,3,0,18
21,0,1,0,1,10544,0,0,1,0,1,0,15
32,2,0,1,0,18928,1,3,4,0,4,0,3
68,0,0,0,1,21624,0,0,5,0,3,2,1
44,0,0,0,1,12980,7,1,1,0,3,0,13
66,0,1,0,1,16484,0,0,1,0,3,4,19
31,1,0,1,0,13716,0,0,1,0,0,4,16
58,8,0,1,0,21067,0,0,1,1,1,0,16
40,26,0,0,0,31314,15,1,3,0,3,2,15
75,0,0,0,1,23826,6,3,1,1,3,4,6
36,0,0,0,1,11448,12,3,2,0,2,0,4
36,32,0,0,0,30672,2,1,2,0,1,2,5
35,3,0,1,0,16716,7,4,1,0,0,3,0
23,0,1,0,1,6996,0,0,3,0,0,2,18
48,0,1,0,1,15730,4,3,2,0,3,2,9
45,0,0,0,1,9680,0,0,5,0,2,3,4
66,6,0,1,0,26656,2,4,1,1,1,3,4
39,0,1,0,1,12204,3,4,4,0,0,0,5
31,0,1,0,1,10752,1,1,1,0,3,2,8
64,0,0,0,1,16080,2,1,1,0,0,2,2
19,0,1,0,1,8280,0,0,1,1,4,4,8
62,8,0,1,0,24326,0,0,1,0,0,0,5
33,0,1,0,1,10304,12,2,2,1,3,0,9
23,0,1,0,1,9254,2,4,2,0,4,0,12
68,0,0,0,1,20944,7,3,1,0,2,2,11
27,0,1,0,1,12744,2,3,1,1,0,2,19
26,0,1,0,1,7596,0,0,4,1,1,0,12
49,8,0,1,0,22788,0,0,2,0,3,2,2
75,0,0,0,1,18600,0,0,5,0,2,1,4
27,0,0,0,1,10480,4,3,3,1,2,0,17
70,5,0,1,0,33750,0,0,1,1,0,0,9
26,0,1,0,1,10494,0,0,1,0,4,0,5
35,0,0,0,1,10422,0,0,3,1,1,4,3
55,5,1,1,0,27283,15,4,2,1,2,4,3
59,1,0,1,0,22347,0,0,5,0,3,2,10
62,0,1,0,1,14784,6,3,3,0,0,3,18
18,0,1,0,1,3792,0,0,3,0,1,4,8
62,0,1,0,1,22752,4,1,2,0,0,3,1
43,0,0,0,1,13380,0,0,4,1,4,0,14
54,0,1,0,1,12060,1,1,1,1,1,1,16
55,0,1,0,1,14498,7,1,1,0,3,0,12
65,1,0,1,0,23616,2,4,2,0,1,0,14
24,3,1,1,0,17484,0,0,1,1,3,1,8
25,0,0,0,1,11682,3,3,4,1,4,1,19
20,0,1,0,1,6800,0,0,3,0,4,2,15
66,0,1,0,1,14850,13,1,2,0,0,4,8
45,0,0,0,1,12100,6,2,1,0,1,2,7
44,0,0,0,1,8106,4,4,2,0,0,2,0
22,0,0,0,1,7740,0,0,1,1,2,2,2
72,0,1,0,1,15912,15,4,2,0,3,1,14
19,0,1,0,1,10122,0,0,1,0,2,3,11
27,3,0,1,0,19620,5,1,1,1,3,0,12
74,1,0,1,0,23478,15,3,2,0,4,3,10
65,10,0,1,0,25494,7,2,1,0,3,3,1
62,0,1,0,1,21440,0,0,1,1,2,2,14
28,1,1,1,0,8652,9,1,1,0,2,1,8
29,0,1,0,1,8680,0,0,2,0,3,3,0
26,26,1,1,0,22058,15,3,4,0,1,3,7
22,0,1,0,1,10688,0,0,1,0,1,4,6
27,0,1,0,1,11322,2,3,1,0,3,4,0
75,0,0,0,1,25704,4,4,2,1,4,0,12
64,0,1,0,1,15938,8,1,1,0,1,4,19
41,0,0,0,1,11160,0,0,1,0,1,0,6
19,50,0,1,0,35430,15,3,1,0,4,3,7
56,2,0,1,0,20204,2,3,4,1,0,2,15
44,0,0,0,1,8610,0,0,2,1,3,2,14
22,1,1,1,0,12465,2,3,4,1,3,2,14
28,0,1,0,1,7548,3,3,1,0,0,3,11
25,0,0,0,1,5056,0,0,1,1,4,1,5
23,0,1,0,1,4704,0,0,1,0,1,4,2
41,0,1,0,1,10304,1,1,4,0,0,2,5
29,0,0,0,1,6130,5,3,4,0,0,3,17
22,0,1,0,1,9268,0,0,1,0,3,2,11
56,0,1,0,1,13288,0,0,1,0,1,3,11
37,0,1,0,1,15466,0,0,3,0,1,2,0
22,0,1,0,1,3714,0,0,2,0,0,2,14
23,0,1,0,1,7116,0,0,1,0,2,0,14
51,0,1,0,1,14980,1,1,1,0,1,1,10
50,0,0,0,1,16128,15,3,3,1,3,0,16
75,0,0,0,1,22372,2,3,1,0,3,4,13
29,0,0,0,1,5850,3,2,1,1,3,2,10
62,0,0,0,1,20768,11,3,1,0,2,0,5
74,0,0,0,1,22508,14,3,1,0,0,0,1
36,3,1,1,0,13293,0,0,2,0,1,4,15
28,0,0,0,1,9548,0,0,5,0,2,1,8
52,0,1,0,1,14208,12,3,1,1,1,2,10
23,0,1,0,1,11696,2,3,1,0,4,4,1
62,0,0,0,1,14278,0,0,3,0,3,2,9
21,0,1,0,1,11040,0,0,1,0,3,3,1
21,0,1,0,1,9856,0,0,1,0,3,4,12
29,0,1,0,1,8204,0,0,1,1,1,3,3
22,0,1,0,1,7868,0,0,3,1,0,4,6
74,0,1,0,1,18528,6,4,3,0,1,0,15
20,0,1,0,1,9702,0,0,2,0,3,3,10
33,1,1,1,0,13272,2,3,1,0,2,3,6
27,0,1,0,1,9646,0,0,1,1,3,3,14
45,0,0,0,1,12744,2,1,1,0,3,2,18
27,0,1,0,1,11052,0,0,1,0,2,1,16
28,0,0,0,1,9288,4,2,1,0,0,2,4
55,7,0,1,0,26124,1,3,2,0,2,2,17
45,0,1,0,1,10962,1,4,3,0,3,3,15
23,0,1,0,1,5296,0,0,1,0,3,2,3
75,0,0,0,1,17136,6,4,1,0,1,0,1
30,0,1,0,1,13040,8,3,1,1,3,2,18
20,0,1,0,1,9888,0,0,1,1,1,4,8
26,0,1,0,1,10368,4,1,3,1,3,2,9
75,0,0,0,1,23296,0,0,1,0,4,0,13
59,0,0,0,1,15886,0,0,1,0,2,4,15
32,13,1,0,0,18900,3,1,2,0,3,4,19
59,0,0,0,1,15366,15,3,1,0,2,2,14
24,0,1,0,1,3870,0,0,2,1,3,0,2
46,2,0,1,0,22281,0,0,1,0,0,0,5
25,0,1,0,1,5320,0,0,1,0,2,0,13
62,8,1,1,0,36012,0,0,1,0,4,3,13
58,0,1,0,1,14616,0,0,3,0,0,2,3
75,0,0,0,1,23332,5,3,2,0,4,0,2
39,0,0,0,1,9464,5,1,2,0,3,3,0
42,0,1,0,1,13090,2,3,2,1,0,4,1
45,0,0,0,1,9424,5,1,4,0,1,1,0
36,9,0,1,0,20347,6,3,1,0,0,4,18
27,0,1,0,1,6110,0,0,1,0,2,2,12
72,0,1,0,1,21420,0,0,2,0,4,2,4
28,0,0,0,1,10464,7,1,1,0,1,0,13
24,0,1,0,1,6888,4,1,3,0,1,3,13
51,3,0,1,0,25370,5,3,4,0,3,3,13
31,7,0,1,0,15714,0,0,1,1,0,3,6
55,0,1,0,1,16126,0,0,1,1,4,0,2
42,0,0,0,1,12892,8,3,1,1,2,2,19
54,0,0,0,1,18200,15,3,4,1,3,0,1
54,0,1,0,1,16198,5,1,2,0,3,0,5
33,0,0,0,1,13020,4,1,2,0,3,0,1
54,0,1,0,1,10530,15,2,5,0,1,1,9
21,3,1,1,0,8716,0,0,1,0,3,2,3
34,16,0,1,0,20295,2,3,1,0,2,2,2
27,0,0,0,1,11124,4,1,2,0,2,2,7
54,1,0,1,0,22971,1,2,1,0,2,2,8
47,0,0,0,1,9728,7,4,1,0,0,0,6
53,0,1,0,1,9324,4,4,4,1,0,4,12
59,1,0,1,0,29712,10,3,5,0,3,0,17
27,0,0,0,1,6160,3,4,1,0,4,4,18
24,0,1,0,1,5940,3,4,2,0,2,0,14
34,0,0,0,1,9296,7,3,1,0,2,4,0
35,0,0,0,1,14190,8,2,5,0,1,3,17
54,0,1,0,1,13260,0,0,2,0,3,3,12
60,0,0,0,1,14234,2,1,1,0,3,0,18
58,1,0,1,0,24654,0,0,2,0,0,0,15
38,0,0,0,1,10432,0,0,1,0,3,4,13
36,0,0,0,1,14146,0,0,1,1,1,0,1
25,0,0,0,1,6540,0,0,3,0,1,0,14
60,0,1,0,1,18844,10,3,4,0,4,2,16
59,0,0,0,1,16492,0,0,3,0,0,2,18
64,0,0,0,1,15496,0,0,3,0,0,0,7
62,4,0,1,0,24998,0,0,1,0,0,0,13
32,0,1,0,1,11520,3,1,1,0,2,4,1
32,0,0,0,1,10720,6,1,1,0,1,0,0
21,0,1,0,1,6780,0,0,3,0,1,4,2
72,0,1,0,1,20256,5,4,5,0,0,3,5
22,0,1,0,1,8624,0,0,3,1,1,4,10
41,0,0,0,1,11214,3,3,1,0,1,0,0
44,0,0,0,1,12740,0,0,5,0,4,0,14
31,0,0,0,1,7176,9,3,2,0,1,0,9
28,0,0,0,1,6340,1,1,1,0,3,2,14
16,28,0,1,0,18720,10,3,3,1,3,2,2
22,0,1,0,1,9576,0,0,1,0,3,2,14
31,0,0,0,1,9198,3,3,1,0,3,2,16
69,0,0,0,1,19168,0,0,4,0,2,3,18
21,0,1,0,1,8832,0,0,1,0,4,0,17
29,6,1,1,0,13809,4,3,3,0,0,2,7
33,0,0,0,1,13800,1,4,1,0,2,2,19
66,0,0,0,1,18460,0,0,1,0,2,2,17
23,0,1,0,1,6090,3,2,3,0,1,4,12
31,0,0,0,1,7728,0,0,2,0,3,2,5
17,35,0,1,0,24076,6,4,1,0,4,2,14
33,11,1,1,0,13720,0,0,4,0,2,4,12
57,0,0,0,1,13024,15,3,1,0,2,0,0
48,0,1,0,1,14760,2,3,2,0,3,4,11
45,4,0,1,0,20730,2,4,2,0,1,0,0
26,0,1,0,1,5224,5,3,1,0,0,2,9
52,0,1,0,1,12980,9,3,2,0,1,3,10
37,0,0,0,1,9632,15,1,4,0,1,0,5
51,0,0,0,1,13296,15,3,4,0,0,1,10
52,0,0,0,1,13002,0,0,1,1,4,4,12
75,0,1,0,1,17190,1,3,1,0,0,2,10
21,0,1,0,1,10784,0,0,5,0,3,3,7
24,0,0,0,1,6240,0,0,1,1,1,4,11
23,35,1,0,0,28896,1,4,3,0,1,2,3
35,0,1,0,1,14520,0,0,3,1,3,2,16
65,0,0,0,1,17164,0,0,4,0,2,4,6
18,39,0,1,0,21056,5,3,2,1,4,4,11
75,0,1,0,1,25840,0,0,2,0,2,4,19
52,0,1,0,1,16718,1,1,4,0,2,0,4
23,9,1,1,0,12726,7,3,3,0,3,0,5
61,0,0,0,1,16996,8,1,2,0,1,3,16
32,3,1,1,0,21005,3,1,1,1,4,0,7
73,1,0,1,0,32076,0,0,1,0,0,0,8
49,0,0,0,1,13980,0,0,5,0,3,0,12
22,0,1,0,1,8652,0,0,3,0,3,3,3
43,0,1,0,1,15158,1,2,2,0,3,3,11
46,0,1,0,1,11960,13,3,2,1,4,0,15
31,0,1,0,1,10746,0,0,2,0,1,0,1
20,0,1,0,1,12112,0,0,4,0,1,0,17
28,0,0,0,1,4912,7,1,1,1,4,4,14
24,0,0,0,1,7644,2,3,2,1,0,3,17
59,0,0,0,1,14952,7,3,1,0,2,3,16
75,0,0,0,1,20192,0,0,1,0,3,0,7
35,3,0,1,0,14649,11,3,4,0,2,0,16
28,0,1,0,1,4632,3,1,2,0,1,3,5
37,0,1,0,1,9450,4,1,1,1,1,3,0
25,0,1,0,1,6530,0,0,3,1,2,1,8
28,0,0,0,1,9800,5,2,2,0,4,0,17
34,0,0,0,1,9536,5,1,5,1,1,0,6
63,0,0,0,1,19050,3,3,1,0,1,0,8
67,4,0,1,0,22630,15,1,1,0,0,4,13
58,0,0,0,1,19208,0,0,1,1,2,0,13
34,0,1,0,1,9100,11,1,4,0,3,0,14
52,0,0,0,1,15470,7,3,1,0,3,4,7
32,0,0,0,1,12474,5,3,4,1,2,2,9
34,0,0,0,1,6210,4,1,1,0,4,2,3
50,3,0,1,0,25200,15,3,2,0,0,4,12
28,2,1,1,0,15598,6,3,4,0,1,3,4
62,2,0,1,0,21840,10,3,1,0,1,0,16
68,0,1,0,1,17880,0,0,1,0,1,4,6
45,0,0,0,1,9920,3,1,2,0,3,4,4
35,0,0,0,1,13080,2,4,1,0,4,3,15
54,0,1,0,1,17212,5,1,1,0,3,4,11
24,0,1,0,1,8520,0,0,2,0,4,0,5
26,0,1,0,1,8946,4,1,1,0,3,0,5
47,0,1,0,1,17424,9,3,2,0,2,0,15
75,0,1,0,1,21344,0,0,2,0,3,3,16
64,4,0,1,0,20305,0,0,1,0,0,0,19
75,0,0,0,1,23052,0,0,1,0,3,2,13
27,0,0,0,1,7716,0,0,4,0,1,3,10
70,0,0,0,1,15808,0,0,1,0,1,0,1
58,3,1,1,0,31436,9,3,1,0,3,2,4
31,0,1,0,1,10096,5,3,1,0,2,4,19
19,0,1,0,1,6800,0,0,1,0,2,3,4
54,0,1,0,1,18720,1,1,2,0,3,2,3
36,0,0,0,1,11124,11,3,4,0,4,3,8
57,0,0,0,1,12580,0,0,2,1,4,3,3
26,0,1,0,1,7572,3,3,1,1,3,2,5
73,2,0,1,0,26190,8,4,1,0,1,0,0
44,0,1,0,1,7560,15,4,1,0,1,1,9
44,0,1,0,1,13442,2,1,3,1,1,4,3
35,3,0,1,0,14291,13,1,1,0,3,3,16
22,0,1,0,1,6840,2,3,3,0,3,1,2
34,0,1,0,1,9548,3,1,3,0,0,3,8
61,0,0,0,1,17696,0,0,1,0,3,0,7
60,0,0,0,1,17088,0,0,1,0,0,4,9
28,0,1,0,1,6750,0,0,4,0,0,3,14
56,0,1,0,1,15932,6,3,2,1,1,2,3
39,0,1,0,1,12580,14,2,1,1,0,2,7
25,0,1,0,1,7980,1,3,1,0,1,3,7
25,0,0,0,1,9882,5,3,3,0,1,1,2
23,0,1,0,1,10640,0,0,1,0,2,2,10
55,0,0,0,1,15990,10,2,1,0,1,1,6
41,0,0,0,1,11184,15,2,1,0,4,4,13
68,7,0,1,0,35827,0,0,1,0,3,2,2
39,0,0,0,1,12906,0,0,4,1,3,4,12
30,0,0,0,1,8436,1,3,1,1,4,0,2
16,22,1,1,0,20955,0,0,2,0,3,1,12
35,5,0,1,0,22716,6,3,2,0,2,0,7
67,6,0,1,0,28056,1,3,1,0,3,0,5
36,0,1,0,1,13992,1,3,1,0,2,2,3
60,6,0,1,0,19874,0,0,2,0,0,1,10
32,0,1,0,1,7476,0,0,1,1,1,0,16
24,0,1,0,1,6290,0,0,1,0,1,0,15
21,0,1,0,1,6810,1,1,1,0,1,2,12
46,0,1,0,1,10592,0,0,4,1,1,0,8
65,0,0,0,1,17440,0,0,1,0,4,0,7
50,0,1,0,1,18144,4,2,1,0,0,3,0
59,0,0,0,1,13068,15,3,1,0,3,2,3
32,0,0,0,1,6492,7,2,3,0,0,2,7
64,0,1,0,1,20100,3,3,1,1,1,3,16
22,0,1,0,1,8028,0,0,2,0,3,0,14
25,0,0,0,1,6910,2,1,4,1,3,1,10
36,2,0,1,0,11942,0,0,4,0,1,0,11
23,0,1,0,1,9016,0,0,4,0,4,3,18
32,0,0,0,1,6700,0,0,4,0,1,1,1
49,0,0,0,1,15696,5,3,3,1,3,0,5
49,0,1,0,1,9328,10,2,1,0,1,0,8
19,0,1,0,1,8220,0,0,3,1,3,4,8
34,0,0,0,1,10710,6,1,5,0,3,1,7
21,0,1,0,1,6320,0,0,1,1,0,0,3
32,0,0,0,1,11448,0,0,4,0,0,3,0
70,0,1,0,1,20026,6,2,2,0,3,2,3
46,0,0,0,1,13580,15,2,1,0,2,4,19
66,0,0,0,1,19320,14,3,1,0,0,0,6
52,2,0,1,0,26403,3,2,3,0,1,1,0
44,0,1,0,1,16368,15,3,4,0,3,0,15
47,0,0,0,1,10960,5,3,5,0,1,2,1
46,0,0,0,1,9344,0,0,4,0,1,0,15
61,1,0,1,0,27910,0,0,2,0,2,0,0
49,22,1,0,0,29568,0,0,1,0,2,4,6
30,2,0,1,0,13619,3,3,2,0,0,4,7
23,0,1,0,1,6070,0,0,1,0,2,4,4
46,9,1,1,0,16128,0,0,1,0,0,2,19
75,0,0,0,1,24444,15,3,1,1,1,0,13
74,0,0,0,1,16172,1,2,1,0,1,4,1
61,0,0,0,1,16032,5,3,4,0,0,0,15
22,0,0,0,1,3768,0,0,1,0,1,4,18
55,0,1,0,1,18000,0,0,5,0,0,2,18
56,0,0,0,1,16536,1,3,2,0,0,2,13
28,0,0,0,1,4640,6,3,1,1,2,0,0
51,0,0,0,1,18228,15,3,1,0,1,0,13
75,0,0,0,1,27702,12,3,4,0,4,1,8
23,0,1,0,1,10352,0,0,1,0,1,0,12
64,0,1,0,1,18400,15,3,1,0,2,2,14
39,7,0,1,0,24288,3,1,1,0,4,0,15
28,0,0,0,1,9604,0,0,4,0,4,0,12
22,0,1,0,1,10528,0,0,1,0,4,2,2
75,0,0,0,1,16688,12,1,1,1,1,4,16
45,0,0,0,1,13750,15,3,4,1,2,1,8
19,0,1,0,1,8040,0,0,1,0,0,3,4
50,0,0,0,1,16416,2,1,1,0,4,0,2
21,0,1,0,1,9464,0,0,4,0,4,0,17
28,0,0,0,1,9338,5,1,1,0,1,0,8
67,0,0,0,1,14586,1,2,3,0,0,4,11
58,11,1,1,0,35328,0,0,1,0,1,0,10
16,27,0,0,0,15814,0,0,1,0,3,4,2
16,26,0,0,0,13347,15,2,1,1,2,2,2
68,0,0,0,1,20440,0,0,1,0,1,0,7
23,0,1,0,1,6910,0,0,1,0,3,0,18
41,0,0,0,1,11070,14,3,1,0,0,3,8
25,0,1,0,1,5056,0,0,1,0,3,4,19
67,0,0,0,1,17490,0,0,1,0,1,4,5
42,5,1,1,0,25728,0,0,1,0,2,3,0
26,0,0,0,1,4840,0,0,3,0,3,1,3
52,0,0,0,1,17612,5,4,2,1,2,0,15
43,0,0,0,1,12460,15,1,2,0,4,4,9
22,0,1,0,1,5064,0,0,1,1,1,4,15
18,29,0,1,0,16581,0,0,3,0,3,0,12
18,17,1,0,0,15351,0,0,5,0,3,3,0
46,0,0,0,1,15114,0,0,1,0,1,3,4
53,0,0,0,1,15216,0,0,1,0,3,3,11
18,25,1,1,0,21715,0,0,1,0,2,3,11
25,0,1,0,1,11646,2,3,2,1,4,3,11
24,0,1,0,1,7740,1,2,3,0,1,2,1
20,0,1,0,1,7200,0,0,2,0,3,0,3
59,16,0,1,0,36480,0,0,1,1,2,0,6
67,4,0,1,0,26028,0,0,1,0,3,0,11
70,2,0,1,0,25407,12,3,1,1,4,0,5
56,0,1,0,1,14212,15,3,3,0,1,2,9
18,41,0,0,0,25048,15,3,1,0,2,0,14
43,8,1,1,0,21813,1,2,1,0,3,1,1
28,0,1,0,1,6480,5,1,1,0,0,3,4
48,0,1,0,1,17940,1,3,2,1,1,0,16
45,0,1,0,1,9648,0,0,2,0,2,0,18
50,5,0,1,0,21330,3,4,5,0,2,1,17
24,0,1,0,1,9968,0,0,1,0,1,4,11
22,0,1,0,1,7840,0,0,1,0,1,3,3
24,0,1,0,1,9248,4,3,2,0,1,2,18
58,0,0,0,1,17388,0,0,1,0,2,0,1
34,0,0,0,1,12816,0,0,5,1,0,2,6
42,0,0,0,1,13500,3,2,3,0,4,3,18
16,33,0,1,0,19710,4,3,4,0,4,4,17
34,0,0,0,1,13420,2,3,1,1,2,2,19
66,0,0,0,1,15366,15,2,1,1,2,2,6
25,0,0,0,1,10188,0,0,1,1,1,2,9
23,0,1,0,1,3354,2,4,1,0,1,2,16
59,0,0,0,1,18180,0,0,1,0,4,0,2
36,1,0,1,0,12883,0,0,5,1,3,0,4
41,0,1,0,1,9264,14,3,2,0,1,2,18
71,0,0,0,1,16406,1,4,1,0,3,3,15
28,0,1,0,1,8582,3,3,1,0,2,2,3
17,28,1,1,0,20448,0,0,1,1,1,2,7
60,0,0,0,1,17100,7,3,2,0,3,0,13
55,0,1,0,1,13512,15,3,2,0,4,0,19
61,0,1,0,1,19072,14,3,4,0,0,3,15
59,0,0,0,1,16952,3,3,3,0,0,0,15
69,0,0,0,1,15736,0,0,2,1,1,2,15
22,0,1,0,1,11248,2,2,1,0,2,2,8
62,0,1,0,1,21472,0,0,5,1,4,4,8
29,0,0,0,1,8582,5,2,1,1,2,0,0
22,0,0,0,1,3972,1,1,1,0,0,2,8
49,0,1,0,1,13040,4,4,4,0,0,0,11
60,5,1,1,0,26865,5,3,2,0,2,0,11
16,30,1,0,0,17024,0,0,1,0,1,4,12
59,0,0,0,1,16056,15,3,2,1,0,0,10
47,0,1,0,1,11568,4,1,2,0,0,0,10
42,0,0,0,1,11106,2,1,2,0,1,1,18
21,0,1,0,1,9758,0,0,3,0,3,3,6
41,26,0,1,0,35376,15,3,2,0,0,0,1
60,0,0,0,1,17360,0,0,1,1,3,3,14
25,0,1,0,1,5616,3,4,2,1,2,0,2
62,0,0,0,1,16640,11,1,1,0,3,0,7
25,1,1,1,0,13977,1,4,1,0,0,0,5
24,0,1,0,1,6650,3,1,2,0,4,4,16
21,0,1,0,1,7580,0,0,5,0,1,3,12
69,0,0,0,1,16828,15,3,1,0,3,1,0
28,0,1,0,1,5490,2,3,2,1,1,2,8
51,0,0,0,1,14060,2,1,4,0,2,0,9
48,0,0,0,1,15964,15,3,1,0,2,1,14
19,27,1,0,0,23958,0,0,1,1,1,0,15
35,0,1,0,1,7860,6,3,4,0,2,1,0
49,0,0,0,1,11940,11,3,4,0,0,2,17
33,0,1,0,1,10160,1,2,4,0,0,2,5
55,1,0,1,0,16440,0,0,1,0,1,4,19
47,0,0,0,1,12078,0,0,1,0,4,1,13
73,0,0,0,1,20070,7,3,1,0,3,3,19
50,0,1,0,1,13752,4,2,3,0,1,4,0
65,0,0,0,1,20096,3,1,1,0,0,3,0
25,0,1,0,1,9254,0,0,1,0,0,2,6
16,33,0,1,0,15820,0,0,4,0,1,1,9
25,0,0,0,1,9548,0,0,1,1,3,4,3
75,0,1,0,1,20332,0,0,3,0,1,3,11
20,0,1,0,1,9254,0,0,1,0,0,3,12
62,3,0,1,0,34969,15,3,5,1,3,2,1
31,0,1,0,1,9898,0,0,2,1,4,0,0
34,0,0,0,1,7032,0,0,1,1,4,2,7
42,0,1,0,1,16464,0,0,1,0,1,2,13
57,0,0,0,1,14880,4,2,1,0,2,4,19
55,1,0,1,0,26681,0,0,1,0,2,1,7
30,0,1,0,1,7344,4,3,2,0,3,2,12
47,9,0,1,0,16996,1,1,1,1,2,3,13
34,0,0,0,1,7524,8,3,2,0,3,4,18
33,0,0,0,1,5910,1,1,1,0,1,4,2
25,0,1,0,1,9282,0,0,1,0,3,0,10
20,1,1,1,0,10544,0,0,4,0,4,4,4
23,0,1,0,1,5416,0,0,1,0,2,0,19
24,0,1,0,1,9198,0,0,1,0,4,3,19
75,0,1,0,1,21692,8,3,1,0,0,1,16
23,1,1,1,0,10560,0,0,2,0,3,2,12
75,0,1,0,1,22320,0,0,3,0,2,1,12
49,0,0,0,1,17342,4,1,1,1,3,0,10
72,0,0,0,1,20490,0,0,2,1,2,0,0
37,0,0,0,1,13520,4,3,1,0,0,0,17
73,0,0,0,1,20256,7,3,1,1,0,0,15
33,0,1,0,1,11448,0,0,1,0,1,2,16
23,0,1,0,1,6792,3,3,1,0,1,2,13
60,0,0,0,1,15210,0,0,1,0,0,0,1
35,0,1,0,1,9702,0,0,2,0,1,4,5
69,0,0,0,1,19712,5,4,1,1,4,4,18
47,0,1,0,1,14240,2,3,1,0,1,4,19
24,0,1,0,1,8512,0,0,1,0,3,2,5
61,0,1,0,1,19968,2,2,5,0,3,4,1
69,0,0,0,1,20332,15,3,3,1,2,0,7
24,0,1,0,1,8442,0,0,2,0,4,2,1
34,0,0,0,1,7512,4,4,1,1,2,3,3
26,0,1,0,1,9688,2,2,2,1,3,0,5
55,0,0,0,1,9580,8,3,5,1,0,4,17
30,3,1,0,0,13260,13,3,1,1,0,3,15
48,0,0,0,1,12798,0,0,3,0,1,2,10
72,3,0,1,0,29260,15,2,5,0,1,0,9
75,0,0,0,1,18872,1,4,1,1,2,1,14
75,0,1,0,1,20256,0,0,4,1,4,2,11
55,0,0,0,1,13904,0,0,1,0,1,1,9
45,28,0,0,0,32997,13,4,1,0,1,0,5
17,31,0,1,0,26520,2,3,3,1,4,2,5
65,0,0,0,1,24616,3,1,1,0,3,1,14
30,0,1,0,1,6160,0,0,1,0,3,4,16
25,0,0,0,1,12258,0,0,1,0,4,2,5
38,0,0,0,1,11680,2,4,4,0,2,4,3
41,5,0,1,0,26291,0,0,1,0,2,0,19
20,0,1,0,1,4744,0,0,3,1,1,3,7
60,0,0,0,1,16744,6,3,3,0,0,0,11
23,0,1,0,1,11104,0,0,2,1,3,2,18
61,0,0,0,1,13816,0,0,1,0,3,2,19
71,0,0,0,1,21964,2,1,2,1,3,2,7
26,0,0,0,1,8274,2,3,1,0,4,4,12
61,0,0,0,1,17640,3,2,1,0,1,1,1
38,0,0,0,1,9856,4,2,2,0,2,1,19
36,0,0,0,1,12312,4,1,2,0,3,0,1
55,4,0,1,0,23673,9,1,2,0,1,1,12
71,0,0,0,1,16016,4,3,4,0,3,0,0
23,0,1,0,1,7668,0,0,1,0,1,0,13
21,0,1,0,1,10800,0,0,3,0,2,1,12
26,0,1,0,1,12168,2,1,1,0,2,2,9
30,0,1,0,1,9856,4,3,2,0,3,0,12
75,0,0,0,1,18088,5,4,1,0,3,0,1
26,0,1,0,1,10960,0,0,1,0,4,3,10
21,0,1,0,1,4098,0,0,2,0,4,0,10
21,0,1,0,1,7060,0,0,1,0,0,2,9
60,3,0,1,0,25376,15,2,3,0,1,1,7
36,0,1,0,1,11304,0,0,4,1,1,3,3
25,1,1,0,0,11877,5,3,3,0,1,0,12
21,0,0,0,1,5256,0,0,5,0,1,4,4
27,0,0,0,1,8414,6,3,1,0,0,2,12
44,0,1,0,1,9728,15,3,1,0,2,1,17
23,0,1,0,1,8112,0,0,1,1,0,2,19
30,0,0,0,1,9044,6,1,2,1,1,4,9
38,0,1,0,1,8244,0,0,4,0,2,0,8
68,0,0,0,1,18390,15,3,1,0,3,0,3
23,52,0,0,0,27678,12,2,1,0,1,1,1
30,38,0,1,0,22644,7,4,1,0,4,0,0
68,0,1,0,1,18600,1,1,3,1,1,3,6
62,0,0,0,1,17700,10,2,1,1,2,0,0
20,0,0,0,1,6136,0,0,2,0,3,4,7
21,0,1,0,1,11040,1,2,1,0,3,0,19
27,0,1,0,1,10784,1,1,3,0,0,3,13
53,0,1,0,1,14036,4,1,1,0,0,2,2
25,0,0,0,1,10064,1,1,2,0,1,0,9
20,1,1,0,0,6345,0,0,1,0,2,3,13
28,0,1,0,1,8022,0,0,2,0,1,2,7
55,0,0,0,1,16250,2,1,1,0,3,4,3
56,0,0,0,1,17238,15,3,5,0,2,0,5
24,0,1,0,1,6760,0,0,3,1,0,2,12
36,0,1,0,1,11130,1,1,2,0,4,0,0
60,0,0,0,1,14322,0,0,1,0,2,0,13
71,0,0,0,1,19136,2,3,4,0,4,0,18
57,0,0,0,1,12340,15,3,2,0,0,2,10
25,5,0,1,0,14940,0,0,1,0,4,0,5
41,0,1,0,1,12804,0,0,1,0,3,4,9
28,0,1,0,1,9198,2,4,1,0,1,3,7
47,0,1,0,1,9088,7,2,3,0,1,2,7
17,35,0,1,0,17032,15,2,1,1,1,2,1
45,0,1,0,1,13840,2,2,1,1,2,0,5
39,0,0,0,1,11040,3,1,2,1,1,2,1
67,8,0,1,0,32259,0,0,1,0,0,0,10
27,0,0,0,1,7836,0,0,4,1,3,4,16
34,0,0,0,1,10818,0,0,5,0,1,0,0
26,0,1,0,1,6630,0,0,1,1,0,2,17
62,2,0,1,0,29088,6,4,2,1,4,0,2
17,32,0,1,0,26247,0,0,2,0,2,4,14
60,0,1,0,1,15782,1,1,3,0,2,2,2
