,Age,Age_Gap,Has_Own_House,Is_Spouse,Reco_Individual_Insurance,Reco_Policy_Premium,Holding_Policy_Duration,Holding_Policy_Type,Health_Indicator,Reco_Policy_Cat,City_Code,Region_Code,Response
37066,52,0,0,0,1,14014,7,2,2,10,13,994,0
37067,28,0,1,0,1,11120,0,0,1,21,8,1557,0
37068,26,0,1,0,1,7524,0,0,3,16,9,623,1
37069,31,0,0,0,1,7812,0,0,1,21,8,1856,0
37070,59,0,0,0,1,15574,0,0,1,20,11,3263,0
37071,75,0,0,0,1,17192,0,0,1,18,10,570,0
37072,46,12,1,1,0,19616,3,2,3,15,8,1628,0
37073,62,0,0,0,1,14832,7,1,1,19,1,2497,0
37074,27,0,1,0,1,8974,0,0,4,16,4,7,0
37075,59,2,0,0,0,24612,0,0,1,14,1,2033,0
37076,40,0,1,0,1,12240,2,3,5,15,5,1240,1
37077,27,0,1,0,1,8100,0,0,4,17,5,3159,0
37078,32,0,0,0,1,12432,0,0,4,17,2,1372,0
37079,27,5,1,1,0,18460,5,2,1,20,16,1461,0
37080,33,0,0,0,1,11560,13,2,1,19,1,38,1
37081,24,0,1,0,1,9584,0,0,1,22,16,4808,0
37082,63,0,1,0,1,16080,2,3,1,8,4,1703,1
37083,56,0,1,0,1,17640,1,1,1,21,9,1358,1
37084,47,0,1,0,1,13090,12,3,6,8,4,1367,0
37085,22,0,1,0,1,7500,0,0,3,22,9,4157,1
37086,26,4,0,1,0,18259,0,0,4,22,9,66,0
37087,20,0,1,0,1,8868,0,0,1,5,1,2775,0
37088,26,0,0,0,1,8688,0,0,1,12,4,968,1
37089,41,0,1,0,1,16258,0,0,2,15,2,307,0
37090,24,0,1,0,1,9478,0,0,1,21,2,4274,0
37091,66,4,0,1,0,31651,11,3,4,21,1,609,1
37092,19,0,1,0,1,5752,0,0,3,17,23,366,1
37093,34,0,0,0,1,5870,3,1,1,13,1,2506,0
37094,72,0,0,0,1,17108,0,0,1,17,11,77,0
37095,49,0,0,0,1,15158,0,0,1,3,2,4528,0
37096,22,0,1,0,1,5344,0,0,1,8,4,582,0
37097,35,0,1,0,1,8750,6,2,1,9,4,3493,0
37098,29,0,1,0,1,6550,0,0,1,6,5,2228,0
37099,75,0,0,0,1,20300,1,3,1,17,4,2605,0
37100,45,6,0,1,0,17020,3,3,4,21,11,1433,0
37101,66,0,0,0,1,19958,1,3,1,21,8,487,1
37102,54,0,1,0,1,10584,0,0,3,16,4,3023,1
37103,25,0,1,0,1,11322,0,0,1,11,2,1306,1
37104,55,0,0,0,1,14234,3,3,1,10,9,2143,0
37105,24,1,0,0,0,15299,0,0,1,5,1,8,0
37106,62,0,0,0,1,16968,0,0,7,5,1,1114,0
37107,18,25,1,1,0,17700,0,0,1,2,18,1161,0
37108,44,0,1,0,1,12582,0,0,2,10,5,30,0
37109,56,0,1,0,1,15236,0,0,1,13,1,4648,0
37110,45,0,0,0,1,13480,0,0,1,22,2,218,0
37111,75,0,0,0,1,24120,15,3,1,21,1,2651,1
37112,27,0,1,0,1,5280,3,3,1,3,2,771,0
37113,46,0,0,0,1,10998,4,1,1,9,16,2811,0
37114,75,0,0,0,1,17136,0,0,1,18,3,333,0
37115,46,0,0,0,1,13860,0,0,1,19,1,1809,0
37116,48,0,0,0,1,10800,0,0,1,22,2,3302,0
37117,33,1,1,1,0,20244,3,1,2,13,2,2706,0
37118,26,0,0,0,1,4192,0,0,6,1,32,4523,0
37119,39,0,1,0,1,9184,6,1,3,19,10,82,1
37120,59,6,0,1,0,27497,0,0,2,18,1,985,0
37121,48,0,0,0,1,15288,13,1,2,21,14,4502,0
37122,47,0,1,0,1,16484,12,1,3,12,3,1672,0
37123,26,0,0,0,1,9114,0,0,1,19,3,2827,0
37124,24,0,1,0,1,8596,0,0,3,20,15,4200,0
37125,27,0,0,0,1,11700,0,0,1,18,3,72,0
37126,23,0,0,0,1,7272,0,0,1,14,4,3383,0
37127,37,0,0,0,1,11718,0,0,1,3,2,2911,0
37128,33,0,1,0,1,13086,0,0,2,17,2,4781,0
37129,34,2,0,1,0,11001,2,1,1,1,19,3992,0
37130,68,0,1,0,1,17024,0,0,2,21,4,173,0
37131,25,0,1,0,1,6860,1,2,1,19,3,1069,0
37132,26,0,1,0,1,5184,0,0,3,20,6,1150,1
37133,32,0,0,0,1,12680,0,0,3,21,8,781,0
37134,59,0,0,0,1,20310,6,1,2,16,19,647,0
37135,66,0,1,0,1,17584,8,3,2,7,1,24,0
37136,46,0,1,0,1,11920,2,1,1,19,12,1018,0
37137,39,0,0,0,1,10242,8,4,1,22,4,481,1
37138,26,0,1,0,1,8694,0,0,1,4,9,3299,1
37139,52,0,1,0,1,14200,0,0,1,19,8,2724,0
37140,71,2,0,1,0,24738,0,0,6,1,19,1824,0
37141,31,0,1,0,1,6200,1,2,6,22,20,1119,1
37142,68,4,0,1,0,32940,8,3,1,16,1,62,0
37143,31,4,0,1,0,12558,0,0,1,21,1,556,1
37144,45,0,1,0,1,13680,5,3,6,22,2,2278,0
37145,19,0,1,0,1,6510,0,0,1,20,14,1608,0
37146,28,0,1,0,1,8428,0,0,3,16,1,410,0
37147,61,1,1,1,0,27328,8,2,1,17,1,3655,0
37148,41,0,0,0,1,9072,0,0,1,2,7,887,0
37149,65,0,0,0,1,16416,0,0,4,22,15,3489,0
37150,32,0,1,0,1,7884,0,0,1,20,3,1548,1
37151,55,5,0,1,0,17606,15,3,1,1,6,6028,0
37152,25,0,0,0,1,7956,0,0,4,18,26,452,0
37153,33,0,1,0,1,9728,0,0,2,19,2,672,0
37154,55,0,0,0,1,12914,3,1,1,17,3,2044,0
37155,24,0,1,0,1,8162,0,0,1,13,7,2961,0
37156,69,0,0,0,1,13392,15,1,8,2,19,820,0
37157,70,3,0,1,0,21673,15,3,1,1,8,2913,0
37158,31,4,1,1,0,14784,11,3,1,16,17,1846,1
37159,66,0,0,0,1,15360,5,1,2,21,14,2895,0
37160,27,0,1,0,1,8604,2,1,1,18,10,699,0
37161,75,0,0,0,1,20916,15,1,2,16,1,757,1
37162,63,0,0,0,1,19904,4,2,1,5,1,386,0
37163,27,0,1,0,1,5590,2,1,3,12,9,3806,0
37164,25,30,0,0,0,19264,2,2,3,13,6,439,0
37165,17,33,0,1,0,19467,10,3,1,22,2,1482,1
37166,29,0,0,0,1,11952,1,3,1,4,9,1863,0
37167,75,0,0,0,1,20808,9,4,1,15,2,4899,0
37168,65,0,0,0,1,14160,0,0,1,17,4,184,0
37169,69,0,0,0,1,19260,12,3,1,18,1,408,0
37170,47,0,1,0,1,10584,5,3,6,18,9,1183,0
37171,57,9,0,1,0,28128,0,0,6,19,1,1936,0
37172,27,0,0,0,1,10640,4,2,2,20,24,2038,1
37173,44,0,0,0,1,8428,0,0,2,6,9,2585,0
37174,24,0,0,0,1,7440,0,0,1,18,23,2991,0
37175,23,0,1,0,1,8652,0,0,1,18,4,1133,0
37176,75,0,0,0,1,16576,0,0,1,20,7,1749,0
37177,23,0,0,0,1,11376,0,0,1,3,2,1742,0
37178,75,0,0,0,1,22780,1,3,1,18,1,2174,0
37179,19,26,1,0,0,24133,0,0,2,21,3,3608,0
37180,24,0,1,0,1,10736,3,2,2,18,3,3068,0
37181,32,0,1,0,1,12680,0,0,1,17,10,584,0
37182,52,0,0,0,1,17528,0,0,2,21,5,735,1
37183,26,0,1,0,1,9114,0,0,1,18,4,2636,1
37184,72,0,1,0,1,21600,3,2,1,1,12,288,0
37185,50,0,0,0,1,10458,2,3,2,15,18,3525,0
37186,21,0,1,0,1,3948,0,0,1,12,1,1996,0
37187,25,1,0,1,0,15564,1,3,1,5,7,243,1
37188,32,0,1,0,1,7812,0,0,6,15,32,969,1
37189,70,0,0,0,1,18944,0,0,1,6,4,262,0
37190,37,0,0,0,1,9344,0,0,2,10,27,2096,0
37191,35,0,1,0,1,10926,0,0,3,1,17,1058,0
37192,50,0,1,0,1,13260,0,0,3,1,15,2515,0
37193,23,0,1,0,1,9232,0,0,3,1,16,6142,0
37194,31,0,1,0,1,8484,7,3,2,22,1,2579,1
37195,52,0,0,0,1,11682,1,3,1,21,2,859,0
37196,38,0,1,0,1,14344,1,1,4,16,33,2966,1
37197,23,26,0,0,0,17589,0,0,3,21,2,3468,0
37198,32,0,0,0,1,13740,5,1,4,12,3,311,0
37199,47,0,1,0,1,14376,3,2,6,20,20,159,1
37200,59,0,0,0,1,15736,0,0,1,22,1,564,0
37201,35,0,1,0,1,9828,1,3,1,13,6,1595,0
37202,26,0,1,0,1,7140,2,1,3,1,5,4841,0
37203,37,0,0,0,1,7548,0,0,5,21,16,326,1
37204,30,0,1,0,1,5960,0,0,1,1,8,4162,0
37205,47,0,0,0,1,16588,15,2,3,22,8,3063,0
37206,22,0,1,0,1,5560,0,0,4,6,12,138,0
37207,52,0,1,0,1,14828,2,3,4,4,13,44,0
37208,42,0,1,0,1,12980,2,3,5,21,11,3443,0
37209,29,0,1,0,1,4656,5,3,1,22,6,4814,0
37210,44,4,0,1,0,20340,4,3,3,8,1,566,1
37211,22,0,1,0,1,4008,0,0,2,13,2,1717,0
37212,43,0,1,0,1,12942,2,3,1,21,26,2326,0
37213,43,0,0,0,1,16296,1,1,1,22,18,1502,1
37214,34,0,0,0,1,7332,0,0,2,17,6,253,0
37215,68,7,0,1,0,22932,0,0,2,21,1,1519,0
37216,51,0,1,0,1,15418,0,0,1,21,32,4015,0
37217,58,0,1,0,1,16276,4,1,2,13,1,1900,0
37218,35,0,0,0,1,13926,2,3,1,18,2,5966,1
37219,26,0,1,0,1,11556,2,3,3,16,8,349,0
37220,34,0,0,0,1,6290,1,2,1,19,16,40,0
37221,64,11,0,1,0,31680,0,0,1,2,2,4392,1
37222,26,0,1,0,1,7992,2,1,2,16,10,1829,0
37223,27,0,0,0,1,5544,3,1,1,22,11,267,0
37224,33,0,1,0,1,7416,8,2,1,21,16,850,0
37225,48,0,0,0,1,15496,8,3,1,6,4,3310,0
37226,75,0,1,0,1,18030,5,3,1,14,13,3281,1
37227,58,2,0,1,0,23872,1,3,1,19,24,940,0
37228,62,0,1,0,1,16716,6,1,1,15,4,3006,0
37229,34,8,0,1,0,21240,5,3,1,9,4,2441,0
37230,31,25,0,0,0,25818,15,4,1,16,1,1099,0
37231,44,0,0,0,1,12804,4,3,1,19,1,303,0
37232,20,0,1,0,1,7560,0,0,1,15,19,4364,1
37233,24,0,0,0,1,9008,0,0,1,15,3,927,1
37234,22,2,1,1,0,10962,4,3,2,2,25,1388,0
37235,38,0,0,0,1,8064,0,0,1,22,2,4965,1
37236,32,6,1,1,0,15674,3,4,3,18,12,965,0
37237,66,0,0,0,1,18624,8,3,3,19,1,1023,0
37238,32,0,0,0,1,11700,7,3,1,16,1,4367,0
37239,51,0,0,0,1,17966,3,3,2,21,1,134,0
37240,65,0,0,0,1,18928,2,1,3,18,1,1050,0
37241,29,0,0,0,1,7308,0,0,1,8,8,541,0
37242,53,1,0,1,0,14817,6,3,2,16,1,1212,0
37243,68,0,1,0,1,20130,15,1,2,17,21,5067,1
37244,25,0,1,0,1,8904,0,0,2,18,4,7,0
37245,67,0,0,0,1,20298,5,3,2,21,1,2288,0
37246,22,0,1,0,1,3762,0,0,2,13,7,4396,0
37247,40,0,1,0,1,7868,0,0,1,2,4,2524,0
37248,75,0,0,0,1,23294,2,3,2,17,1,1819,0
37249,30,0,0,0,1,9696,2,2,1,9,4,1031,0
37250,64,0,0,0,1,13860,0,0,1,12,3,64,0
37251,31,0,1,0,1,12780,0,0,1,22,15,2109,1
37252,46,0,0,0,1,13354,0,0,1,18,4,2454,0
37253,23,0,1,0,1,9548,0,0,2,20,18,980,1
37254,72,0,0,0,1,18330,0,0,3,22,1,3228,1
37255,27,0,1,0,1,7860,2,4,3,4,9,2384,0
37256,35,0,1,0,1,14542,0,0,1,20,12,3115,0
37257,42,0,1,0,1,9044,3,1,1,15,1,210,1
37258,36,0,0,0,1,8988,3,4,5,22,8,3063,0
37259,26,0,0,0,1,5960,3,3,1,18,4,266,0
37260,29,0,0,0,1,7356,4,3,4,21,7,1300,1
37261,48,0,1,0,1,13464,7,1,1,2,16,850,1
37262,53,1,0,1,0,26124,0,0,1,22,3,2462,1
37263,58,6,0,1,0,28770,2,4,4,18,1,819,0
37264,21,0,1,0,1,9030,0,0,1,22,9,2273,1
37265,19,32,0,0,0,17808,1,3,3,19,3,310,0
37266,62,0,0,0,1,14760,0,0,2,16,3,1145,0
37267,55,0,1,0,1,16688,0,0,1,1,8,487,0
37268,42,0,0,0,1,12700,9,3,1,18,12,1783,1
37269,65,0,1,0,1,16212,6,2,6,20,14,1822,1
37270,30,0,1,0,1,7524,1,1,1,20,1,906,0
37271,35,0,0,0,1,11792,1,3,2,15,2,1195,0
37272,25,3,0,1,0,8736,4,3,1,22,2,832,0
37273,21,0,1,0,1,10080,0,0,1,14,3,1328,0
37274,57,0,0,0,1,16926,0,0,1,20,21,4878,1
37275,42,0,0,0,1,9888,2,4,5,21,2,866,0
37276,47,0,1,0,1,16198,1,1,2,18,4,7,0
37277,20,0,1,0,1,4110,0,0,2,19,1,3516,1
37278,40,0,1,0,1,11592,0,0,1,16,10,1997,1
37279,22,3,1,1,0,10701,0,0,1,18,4,209,0
37280,22,0,1,0,1,4968,0,0,3,17,2,524,0
37281,69,6,1,1,0,36537,10,3,1,16,3,3375,1
37282,36,0,0,0,1,11286,15,3,1,18,11,804,0
37283,27,0,1,0,1,12798,0,0,2,22,15,2479,0
37284,54,1,0,1,0,15596,0,0,1,15,7,127,1
37285,29,0,0,0,1,9856,8,1,4,19,1,1823,0
37286,39,0,0,0,1,7462,0,0,2,1,16,1079,0
37287,19,0,1,0,1,8532,0,0,1,16,27,2096,0
37288,49,0,0,0,1,10608,4,3,1,5,1,2342,0
37289,25,36,0,1,0,25326,8,3,1,7,1,633,0
37290,28,31,1,1,0,25168,2,1,4,1,24,2926,0
37291,65,7,0,1,0,29478,11,4,5,22,1,216,0
37292,26,0,1,0,1,8412,0,0,4,18,2,1060,0
37293,72,0,0,0,1,22464,0,0,4,22,2,149,1
37294,75,0,1,0,1,20430,1,3,3,6,20,429,0
37295,62,0,1,0,1,19264,0,0,6,13,11,267,1
37296,30,0,0,0,1,8652,4,3,2,12,3,236,0
37297,22,31,0,0,0,25168,0,0,6,8,4,1095,0
37298,53,22,0,0,0,34017,0,0,1,5,1,27,0
37299,30,0,0,0,1,12440,1,1,2,4,9,20,0
37300,19,0,1,0,1,4386,0,0,1,16,10,1803,1
37301,27,0,0,0,1,6000,0,0,2,17,4,2543,0
37302,64,4,0,1,0,26611,15,4,1,22,1,622,1
37303,69,1,0,1,0,23128,0,0,1,22,21,5546,1
37304,26,25,1,0,0,25236,4,3,1,10,20,429,0
37305,57,16,1,1,0,27322,10,2,2,17,1,4350,0
37306,46,0,0,0,1,12960,15,3,3,21,6,31,0
37307,57,0,0,0,1,10600,15,4,5,15,2,2167,0
37308,54,0,1,0,1,11600,7,3,3,17,6,400,0
37309,29,0,1,0,1,5472,4,3,4,15,2,4930,1
37310,47,1,1,1,0,19157,0,0,2,3,2,2181,1
37311,21,0,1,0,1,7764,0,0,3,15,3,2356,1
37312,31,0,1,0,1,11008,2,1,1,13,21,5140,0
37313,24,0,1,0,1,8040,1,1,1,21,22,2,0
37314,28,0,0,0,1,11070,8,1,1,17,1,207,0
37315,62,10,0,1,0,24502,4,3,1,19,1,269,0
37316,36,0,0,0,1,11560,0,0,1,18,2,3971,0
37317,25,0,1,0,1,8554,2,4,1,22,7,3926,0
37318,50,0,1,0,1,18408,0,0,1,22,1,369,1
37319,50,0,1,0,1,10296,4,3,2,17,3,1501,0
37320,74,0,0,0,1,16588,1,3,1,18,2,165,0
37321,38,0,0,0,1,14872,5,2,1,20,3,311,1
37322,46,0,0,0,1,10608,1,3,4,6,34,1012,0
37323,55,0,0,0,1,18390,2,1,3,12,2,2768,0
37324,48,0,1,0,1,10064,0,0,1,14,2,2672,1
37325,24,0,1,0,1,8316,2,2,1,17,4,3134,0
37326,27,2,0,1,0,14515,0,0,2,19,1,508,0
37327,58,0,0,0,1,15730,1,1,2,16,2,849,0
37328,58,0,1,0,1,15912,0,0,4,22,4,1498,0
37329,56,2,0,0,0,20088,0,0,6,14,12,2983,1
37330,62,0,0,0,1,15672,5,1,1,19,2,1639,0
37331,35,3,0,1,0,14904,10,1,2,18,3,1177,0
37332,39,0,1,0,1,14168,0,0,1,20,1,1555,0
37333,22,0,1,0,1,7680,0,0,4,16,33,2757,0
37334,45,0,0,0,1,9632,0,0,2,18,6,3246,0
37335,21,0,1,0,1,8280,0,0,1,19,1,1023,0
37336,75,0,0,0,1,21998,15,3,2,14,2,4205,1
37337,46,24,0,0,0,27342,7,1,3,18,1,2711,0
37338,54,0,0,0,1,15192,1,1,1,22,1,1025,0
37339,36,0,1,0,1,8736,2,1,4,16,3,1431,0
37340,56,0,1,0,1,12600,0,0,6,19,3,1937,1
37341,75,0,1,0,1,22752,15,3,1,5,1,1973,1
37342,47,0,1,0,1,10448,1,1,3,16,1,741,1
37343,32,0,0,0,1,9590,1,1,3,20,18,601,0
37344,31,0,0,0,1,13500,7,1,2,12,3,548,0
37345,21,0,1,0,1,9030,1,3,4,22,1,16,0
37346,25,0,1,0,1,8960,0,0,1,18,1,1369,0
37347,28,0,0,0,1,9920,5,4,1,22,2,936,1
37348,32,4,1,1,0,23265,2,3,6,16,1,1325,0
37349,25,0,0,0,1,9352,0,0,3,18,1,527,0
37350,60,0,1,0,1,19230,7,1,3,18,10,1530,0
37351,24,0,0,0,1,6672,0,0,1,14,2,1847,0
37352,71,4,0,1,0,27300,1,3,3,10,11,319,1
37353,68,0,1,0,1,16536,3,1,1,8,3,3560,0
37354,46,0,0,0,1,13344,15,3,1,21,2,192,0
37355,24,0,1,0,1,5072,0,0,3,17,6,1514,1
37356,23,0,1,0,1,8736,0,0,1,14,3,957,0
37357,52,0,0,0,1,11124,15,1,1,21,4,3006,0
37358,24,0,1,0,1,8470,0,0,4,20,16,1026,0
37359,34,0,1,0,1,13240,5,1,1,17,3,493,0
37360,58,5,0,1,0,30555,7,1,3,22,2,4372,0
37361,28,0,1,0,1,5072,3,2,1,20,6,2577,0
37362,71,0,0,0,1,19296,10,4,5,17,1,216,0
37363,22,0,1,0,1,6700,0,0,3,9,14,3205,1
37364,37,0,1,0,1,9352,0,0,3,16,9,388,0
37365,21,0,0,0,1,4188,1,1,3,4,9,1152,0
37366,57,0,0,0,1,12560,15,3,5,21,7,3520,0
37367,31,0,1,0,1,11538,8,2,2,17,2,1898,1
37368,75,0,0,0,1,24396,0,0,1,18,4,2488,0
37369,62,0,0,0,1,15540,5,1,1,1,24,1751,0
37370,44,0,0,0,1,14904,0,0,2,20,28,600,0
37371,17,25,0,1,0,23731,8,2,1,19,16,573,0
37372,63,0,0,0,1,14612,15,3,4,19,1,826,0
37373,41,0,1,0,1,14424,0,0,2,21,16,329,0
37374,28,0,0,0,1,7200,5,1,1,20,14,1608,0
37375,28,0,1,0,1,5688,0,0,2,22,2,562,1
37376,30,0,1,0,1,11610,0,0,1,4,9,10,0
37377,26,3,1,1,0,11625,0,0,1,6,5,2295,0
37378,69,0,0,0,1,16770,4,1,3,1,7,95,0
37379,66,0,0,0,1,16392,0,0,1,21,2,117,0
37380,25,35,0,1,0,20820,15,3,1,21,1,300,1
37381,23,0,1,0,1,5032,0,0,1,20,14,3081,0
37382,67,4,0,1,0,24219,3,3,1,6,6,1064,0
37383,71,2,0,1,0,30518,11,3,1,19,1,381,0
37384,23,0,1,0,1,3534,0,0,6,18,22,254,0
37385,59,0,1,0,1,12480,3,1,1,21,11,3648,0
37386,46,0,0,0,1,16992,1,1,1,19,1,1464,0
37387,55,0,1,0,1,14640,1,1,1,1,17,1463,0
37388,46,0,0,0,1,13728,1,3,1,9,6,322,0
37389,47,0,1,0,1,12222,0,0,2,22,2,937,1
37390,23,0,1,0,1,7416,0,0,1,17,3,1130,0
37391,38,2,0,1,0,21132,5,1,2,1,17,1463,0
37392,24,0,0,0,1,10080,3,3,4,18,3,2265,0
37393,49,9,0,1,0,21528,10,3,2,17,3,2476,0
37394,75,0,0,0,1,19920,5,3,4,20,1,1651,0
37395,53,0,1,0,1,16268,0,0,2,4,13,842,0
37396,75,0,0,0,1,19230,0,0,2,22,2,203,0
37397,65,0,0,0,1,17040,0,0,2,7,29,1646,0
37398,58,0,1,0,1,15860,15,3,1,15,2,3709,1
37399,22,0,1,0,1,7236,0,0,6,14,10,1185,1
37400,25,0,0,0,1,8750,3,3,2,13,2,1924,1
37401,43,0,0,0,1,14568,0,0,4,21,2,1950,0
37402,53,0,0,0,1,12660,12,3,4,21,36,86,0
37403,31,0,1,0,1,11408,0,0,3,20,3,2612,0
37404,46,0,0,0,1,9376,5,3,4,13,16,395,0
37405,24,0,1,0,1,4960,0,0,1,21,5,2367,0
37406,30,0,0,0,1,9268,4,2,4,21,2,580,1
37407,43,0,1,0,1,9760,0,0,2,2,10,29,0
37408,34,0,1,0,1,8772,0,0,2,19,5,75,1
37409,73,2,1,1,0,25872,0,0,1,22,3,493,0
37410,30,0,0,0,1,6530,0,0,1,22,15,1158,1
37411,31,37,0,1,0,31360,15,3,5,22,2,457,0
37412,34,38,1,0,0,25894,2,2,4,22,25,6182,0
37413,67,0,1,0,1,21046,12,1,1,15,7,3454,0
37414,39,15,1,1,0,25209,5,2,1,18,10,1827,1
37415,28,0,1,0,1,6190,3,3,6,14,17,529,0
37416,70,0,0,0,1,22212,6,1,1,20,24,5052,1
37417,24,0,1,0,1,5120,0,0,4,21,3,3991,0
37418,30,27,0,1,0,18420,7,1,1,19,1,611,1
37419,42,0,1,0,1,9506,0,0,3,16,1,3470,1
37420,36,1,0,1,0,17415,0,0,4,20,14,3081,0
37421,27,0,0,0,1,8918,0,0,2,8,3,799,0
37422,22,41,0,1,0,22750,15,3,3,21,2,925,0
37423,28,0,1,0,1,9478,0,0,1,16,8,2501,1
37424,29,0,1,0,1,7068,0,0,2,20,6,368,1
37425,31,0,1,0,1,12380,0,0,6,21,2,1854,0
37426,38,0,1,0,1,13040,4,3,1,16,10,45,0
37427,54,0,0,0,1,11052,0,0,1,12,26,829,0
37428,49,0,0,0,1,15552,3,3,1,21,9,1785,0
37429,52,6,1,1,0,21504,10,4,4,17,1,1536,1
37430,25,0,0,0,1,8400,0,0,1,22,3,372,1
37431,39,0,0,0,1,7116,0,0,1,21,4,554,0
37432,31,0,0,0,1,8484,3,3,1,18,6,253,0
37433,62,0,0,0,1,16828,6,2,1,16,1,2570,0
37434,38,0,0,0,1,13080,0,0,3,4,9,852,0
37435,74,0,1,0,1,16860,0,0,6,15,4,343,0
37436,42,0,1,0,1,9824,2,3,1,14,3,3140,0
37437,55,20,0,0,0,29388,15,4,3,2,3,1425,0
37438,31,33,0,1,0,27216,15,4,2,22,2,562,0
37439,30,0,0,0,1,9184,6,4,1,8,1,46,0
37440,19,33,0,1,0,16070,14,2,1,1,17,3397,0
37441,22,3,1,1,0,16173,0,0,1,14,3,1666,0
37442,50,0,0,0,1,13460,2,1,1,16,17,2039,0
37443,64,0,0,0,1,13574,0,0,4,22,2,1481,0
37444,41,8,1,1,0,18912,15,2,1,17,11,3692,0
37445,29,0,1,0,1,4864,6,1,1,1,8,473,0
37446,50,0,0,0,1,16796,0,0,1,11,10,4177,0
37447,75,0,1,0,1,20520,0,0,3,22,1,785,0
37448,22,0,1,0,1,7920,2,4,1,16,3,1484,1
37449,36,4,0,1,0,10941,0,0,2,14,7,1938,0
37450,31,0,0,0,1,11430,1,1,1,2,17,200,0
37451,26,0,1,0,1,6780,0,0,1,14,2,933,0
37452,54,0,0,0,1,15340,0,0,1,9,12,780,1
37453,22,1,1,1,0,4922,0,0,3,13,2,5489,0
37454,56,0,0,0,1,16848,15,4,1,22,6,1258,0
37455,23,0,1,0,1,7040,2,1,1,19,7,2127,0
37456,54,1,0,1,0,27132,0,0,1,14,1,3579,0
37457,21,0,1,0,1,8040,0,0,3,18,22,260,0
37458,53,0,1,0,1,18564,0,0,4,20,6,1795,0
37459,47,0,1,0,1,17758,0,0,1,21,14,3258,0
37460,57,3,1,1,0,25788,3,3,1,22,15,768,1
37461,73,0,0,0,1,23976,3,1,1,19,24,1894,1
37462,45,0,1,0,1,16172,0,0,1,12,10,120,1
37463,32,0,0,0,1,13580,1,3,2,22,2,999,0
37464,22,0,1,0,1,5072,0,0,3,14,2,2828,0
37465,56,8,0,1,0,23324,0,0,2,19,1,1371,1
37466,27,0,1,0,1,8512,2,3,3,21,2,117,0
37467,23,0,0,0,1,7740,1,4,2,22,4,953,1
37468,21,0,1,0,1,4086,0,0,3,6,3,2206,0
37469,68,0,0,0,1,17752,0,0,1,19,1,907,0
37470,38,0,0,0,1,13750,0,0,1,10,6,1880,0
37471,30,2,0,1,0,14256,3,3,4,4,3,3073,0
37472,35,0,0,0,1,11120,5,3,1,15,4,1330,1
37473,70,0,0,0,1,16432,0,0,3,12,26,579,0
37474,25,7,0,1,0,8528,0,0,1,14,7,1497,0
37475,50,0,0,0,1,14736,0,0,3,22,13,2545,1
37476,48,2,1,1,0,17820,8,2,4,19,1,3324,0
37477,41,0,0,0,1,9664,13,3,1,14,2,4467,0
37478,24,0,1,0,1,3936,0,0,1,14,3,3693,0
37479,25,0,1,0,1,10080,2,1,1,19,22,2,0
37480,71,1,0,1,0,30189,15,3,4,9,6,322,0
37481,26,0,0,0,1,9680,6,1,4,16,2,2227,0
37482,41,1,0,1,0,19804,4,1,3,12,3,1643,0
37483,53,0,0,0,1,16032,4,3,1,21,3,4379,0
37484,47,0,1,0,1,18070,2,2,3,19,22,2,0
37485,68,4,0,1,0,38188,0,0,1,3,2,3772,0
37486,73,0,0,0,1,14690,0,0,3,22,14,4225,0
37487,25,0,1,0,1,8792,0,0,3,19,1,270,1
37488,57,0,1,0,1,13120,7,1,1,20,8,5482,0
37489,45,0,0,0,1,13376,15,3,1,14,7,786,0
37490,60,0,1,0,1,19680,0,0,1,18,10,3307,0
37491,37,0,0,0,1,9184,0,0,5,17,13,289,0
37492,43,0,0,0,1,13552,1,2,1,2,28,762,0
37493,67,0,1,0,1,16408,13,3,1,22,20,2468,1
37494,75,0,1,0,1,19470,0,0,1,18,15,1348,0
37495,52,19,0,0,0,28476,5,3,1,22,1,785,0
37496,73,0,0,0,1,18390,0,0,1,19,15,1658,0
37497,40,0,0,0,1,14960,0,0,1,19,18,1525,0
37498,21,32,0,1,0,19280,4,3,1,21,7,446,0
37499,58,0,0,0,1,11640,0,0,1,22,14,2525,0
37500,44,0,0,0,1,12960,0,0,4,3,2,1876,0
37501,30,1,0,1,0,15019,0,0,3,9,5,1292,0
37502,31,1,1,1,0,9525,0,0,1,11,2,3638,0
37503,23,0,0,0,1,10848,0,0,4,18,26,920,0
37504,39,0,1,0,1,13560,3,1,2,22,1,434,0
37505,18,31,0,1,0,25079,15,3,1,17,2,1934,1
37506,46,0,1,0,1,10908,15,1,1,12,15,1148,0
37507,22,0,1,0,1,9104,0,0,2,13,2,5093,0
37508,34,0,0,0,1,8544,2,4,1,21,3,281,0
37509,36,0,1,0,1,7560,3,1,1,15,2,107,1
37510,28,0,1,0,1,10416,0,0,6,11,2,1355,0
37511,53,0,0,0,1,10580,15,2,2,1,18,4425,0
37512,33,0,1,0,1,6000,0,0,1,21,10,1796,0
37513,29,0,1,0,1,9492,2,1,1,21,14,821,0
37514,24,0,1,0,1,3822,4,3,3,2,15,2109,0
37515,21,0,1,0,1,3918,0,0,1,16,4,2664,1
37516,70,0,0,0,1,10752,15,3,3,6,23,1,1
37517,66,0,0,0,1,20032,2,3,1,22,2,1845,1
37518,24,46,0,0,0,25989,9,2,2,17,7,3831,0
